Coalition,t (event index),Shapley Value,Entity
Sum of contribution of events > t,-3,0.4969079792499542,113607
Sum of contribution of events ≤ t,-3,0.0,113607
Sum of contribution of events > t,0,0.0,167160
Sum of contribution of events ≤ t,0,0.3302108645439148,167160
Sum of contribution of events > t,-1,-0.04018595814704895,167160
Sum of contribution of events ≤ t,-1,0.37039682269096375,167160
Sum of contribution of events > t,-2,0.05885112285614014,167160
Sum of contribution of events ≤ t,-2,0.27135974168777466,167160
Sum of contribution of events > t,-3,0.029871046543121338,167160
Sum of contribution of events ≤ t,-3,0.30033981800079346,167160
Sum of contribution of events > t,-4,0.010451465845108032,167160
Sum of contribution of events ≤ t,-4,0.31975939869880676,167160
Sum of contribution of events > t,-5,0.10492220520973206,167160
Sum of contribution of events ≤ t,-5,0.22528865933418274,167160
Sum of contribution of events > t,-6,0.10257226228713989,167160
Sum of contribution of events ≤ t,-6,0.2276386022567749,167160
Sum of contribution of events > t,-7,0.3302108645439148,167160
Sum of contribution of events ≤ t,-7,0.0,167160
Sum of contribution of events > t,0,0.0,196758
Sum of contribution of events ≤ t,0,0.4893004298210144,196758
Sum of contribution of events > t,-1,0.18826541304588318,196758
Sum of contribution of events ≤ t,-1,0.3010350167751312,196758
Sum of contribution of events > t,-2,0.17899668216705322,196758
Sum of contribution of events ≤ t,-2,0.3103037476539612,196758
Sum of contribution of events > t,-3,0.19419154524803162,196758
Sum of contribution of events ≤ t,-3,0.2951088845729828,196758
Sum of contribution of events > t,-4,0.4893004298210144,196758
Sum of contribution of events ≤ t,-4,0.0,196758
Sum of contribution of events > t,0,0.0,128596
Sum of contribution of events ≤ t,0,0.5214953720569611,128596
Sum of contribution of events > t,-1,0.24664966762065887,128596
Sum of contribution of events ≤ t,-1,0.2748457044363022,128596
Sum of contribution of events > t,-2,0.20497895777225494,128596
Sum of contribution of events ≤ t,-2,0.3165164142847061,128596
Sum of contribution of events > t,-3,0.5214953720569611,128596
Sum of contribution of events ≤ t,-3,0.0,128596
Sum of contribution of events > t,0,0.0,110086
Sum of contribution of events ≤ t,0,0.4220981001853943,110086
Sum of contribution of events > t,-1,-0.061662688851356506,110086
Sum of contribution of events ≤ t,-1,0.4837607890367508,110086
Sum of contribution of events > t,-2,0.18391010165214539,110086
Sum of contribution of events ≤ t,-2,0.2381879985332489,110086
Sum of contribution of events > t,-3,0.14488112926483154,110086
Sum of contribution of events ≤ t,-3,0.27721697092056274,110086
Sum of contribution of events > t,-4,0.13802257180213928,110086
Sum of contribution of events ≤ t,-4,0.284075528383255,110086
Sum of contribution of events > t,-5,0.4220981001853943,110086
Sum of contribution of events ≤ t,-5,0.0,110086
Sum of contribution of events > t,0,0.0,105017
Sum of contribution of events ≤ t,0,0.20596849918365479,105017
Sum of contribution of events > t,-1,-0.03588229417800903,105017
Sum of contribution of events ≤ t,-1,0.24185079336166382,105017
Sum of contribution of events > t,-2,0.13572144508361816,105017
Sum of contribution of events ≤ t,-2,0.07024705410003662,105017
Sum of contribution of events > t,-3,0.09481173753738403,105017
Sum of contribution of events ≤ t,-3,0.11115676164627075,105017
Sum of contribution of events > t,-4,0.06245994567871094,105017
Sum of contribution of events ≤ t,-4,0.14350855350494385,105017
Sum of contribution of events > t,-5,0.0004948079586029053,105017
Sum of contribution of events ≤ t,-5,0.20547369122505188,105017
Sum of contribution of events > t,-6,-0.031052321195602417,105017
Sum of contribution of events ≤ t,-6,0.2370208203792572,105017
Sum of contribution of events > t,-7,0.20596849918365479,105017
Sum of contribution of events ≤ t,-7,0.0,105017
Sum of contribution of events > t,0,0.0,159204
Sum of contribution of events ≤ t,0,0.44182515144348145,159204
Sum of contribution of events > t,-1,0.025357693433761597,159204
Sum of contribution of events ≤ t,-1,0.41646745800971985,159204
Sum of contribution of events > t,-2,-0.06552755832672119,159204
Sum of contribution of events ≤ t,-2,0.5073527097702026,159204
Sum of contribution of events > t,-3,-0.06857544183731079,159204
Sum of contribution of events ≤ t,-3,0.5104005932807922,159204
Sum of contribution of events > t,-4,-0.05744244158267975,159204
Sum of contribution of events ≤ t,-4,0.4992675930261612,159204
Sum of contribution of events > t,-5,0.44182515144348145,159204
Sum of contribution of events ≤ t,-5,0.0,159204
Sum of contribution of events > t,0,0.0,185262
Sum of contribution of events ≤ t,0,0.5623182356357574,185262
Sum of contribution of events > t,-1,-0.009562373161315918,185262
Sum of contribution of events ≤ t,-1,0.5718806087970734,185262
Sum of contribution of events > t,-2,0.5623182356357574,185262
Sum of contribution of events ≤ t,-2,0.0,185262
Sum of contribution of events > t,0,0.0,108302
Sum of contribution of events ≤ t,0,-0.049896255135536194,108302
Sum of contribution of events > t,-1,-0.012242965400218964,108302
Sum of contribution of events ≤ t,-1,-0.03765328973531723,108302
Sum of contribution of events > t,-2,-0.049896255135536194,108302
Sum of contribution of events ≤ t,-2,0.0,108302
Sum of contribution of events > t,0,0.0,151801
Sum of contribution of events ≤ t,0,-0.07786789536476135,151801
Sum of contribution of events > t,-1,-0.031356848776340485,151801
Sum of contribution of events ≤ t,-1,-0.04651104658842087,151801
Sum of contribution of events > t,-2,-0.07786789536476135,151801
Sum of contribution of events ≤ t,-2,0.0,151801
Sum of contribution of events > t,0,0.0,185518
Sum of contribution of events ≤ t,0,0.5500243604183197,185518
Sum of contribution of events > t,-1,0.2534516304731369,185518
Sum of contribution of events ≤ t,-1,0.2965727299451828,185518
Sum of contribution of events > t,-2,0.5455921143293381,185518
Sum of contribution of events ≤ t,-2,0.004432246088981628,185518
Sum of contribution of events > t,-3,0.5500243604183197,185518
Sum of contribution of events ≤ t,-3,0.0,185518
Sum of contribution of events > t,0,0.0,126879
Sum of contribution of events ≤ t,0,0.38063478469848633,126879
Sum of contribution of events > t,-1,-0.05374695360660553,126879
Sum of contribution of events ≤ t,-1,0.43438173830509186,126879
Sum of contribution of events > t,-2,0.04940439760684967,126879
Sum of contribution of events ≤ t,-2,0.33123038709163666,126879
Sum of contribution of events > t,-3,-0.06733423471450806,126879
Sum of contribution of events ≤ t,-3,0.4479690194129944,126879
Sum of contribution of events > t,-4,0.38063478469848633,126879
Sum of contribution of events ≤ t,-4,0.0,126879
Sum of contribution of events > t,0,0.0,144246
Sum of contribution of events ≤ t,0,0.5380769968032837,144246
Sum of contribution of events > t,-1,0.06613971292972565,144246
Sum of contribution of events ≤ t,-1,0.47193728387355804,144246
Sum of contribution of events > t,-2,0.0688098669052124,144246
Sum of contribution of events ≤ t,-2,0.4692671298980713,144246
Sum of contribution of events > t,-3,0.27302640676498413,144246
Sum of contribution of events ≤ t,-3,0.26505059003829956,144246
Sum of contribution of events > t,-4,0.5380769968032837,144246
Sum of contribution of events ≤ t,-4,0.0,144246
Sum of contribution of events > t,0,0.0,146682
Sum of contribution of events ≤ t,0,0.28744399547576904,146682
Sum of contribution of events > t,-1,0.12305229902267456,146682
Sum of contribution of events ≤ t,-1,0.16439169645309448,146682
Sum of contribution of events > t,-2,0.10648846626281738,146682
Sum of contribution of events ≤ t,-2,0.18095552921295166,146682
Sum of contribution of events > t,-3,0.07630860805511475,146682
Sum of contribution of events ≤ t,-3,0.2111353874206543,146682
Sum of contribution of events > t,-4,0.05200424790382385,146682
Sum of contribution of events ≤ t,-4,0.2354397475719452,146682
Sum of contribution of events > t,-5,0.023583948612213135,146682
Sum of contribution of events ≤ t,-5,0.2638600468635559,146682
Sum of contribution of events > t,-6,0.020465850830078125,146682
Sum of contribution of events ≤ t,-6,0.2669781446456909,146682
Sum of contribution of events > t,-7,0.28744399547576904,146682
Sum of contribution of events ≤ t,-7,0.0,146682
Sum of contribution of events > t,0,0.0,198744
Sum of contribution of events ≤ t,0,0.34932366013526917,198744
Sum of contribution of events > t,-1,0.3671071082353592,198744
Sum of contribution of events ≤ t,-1,-0.017783448100090027,198744
Sum of contribution of events > t,-2,0.34932366013526917,198744
Sum of contribution of events ≤ t,-2,0.0,198744
Sum of contribution of events > t,0,0.0,116884
Sum of contribution of events ≤ t,0,0.5358102917671204,116884
Sum of contribution of events > t,-1,0.0032612234354019165,116884
Sum of contribution of events ≤ t,-1,0.5325490683317184,116884
Sum of contribution of events > t,-2,-0.013185441493988037,116884
Sum of contribution of events ≤ t,-2,0.5489957332611084,116884
Sum of contribution of events > t,-3,0.5456348657608032,116884
Sum of contribution of events ≤ t,-3,-0.009824573993682861,116884
Sum of contribution of events > t,-4,0.5358102917671204,116884
Sum of contribution of events ≤ t,-4,0.0,116884
Sum of contribution of events > t,0,0.0,102873
Sum of contribution of events ≤ t,0,0.23180723190307617,102873
Sum of contribution of events > t,-1,-0.04962669312953949,102873
Sum of contribution of events ≤ t,-1,0.28143392503261566,102873
Sum of contribution of events > t,-2,-0.20129265636205673,102873
Sum of contribution of events ≤ t,-2,0.4330998882651329,102873
Sum of contribution of events > t,-3,-0.17735659331083298,102873
Sum of contribution of events ≤ t,-3,0.40916382521390915,102873
Sum of contribution of events > t,-4,-0.1741352379322052,102873
Sum of contribution of events ≤ t,-4,0.40594246983528137,102873
Sum of contribution of events > t,-5,0.23180723190307617,102873
Sum of contribution of events ≤ t,-5,0.0,102873
Sum of contribution of events > t,0,0.0,139284
Sum of contribution of events ≤ t,0,0.14222675561904907,139284
Sum of contribution of events > t,-1,-0.02672329545021057,139284
Sum of contribution of events ≤ t,-1,0.16895005106925964,139284
Sum of contribution of events > t,-2,0.10776440799236298,139284
Sum of contribution of events ≤ t,-2,0.034462347626686096,139284
Sum of contribution of events > t,-3,0.016080722212791443,139284
Sum of contribution of events ≤ t,-3,0.12614603340625763,139284
Sum of contribution of events > t,-4,0.14222675561904907,139284
Sum of contribution of events ≤ t,-4,0.0,139284
Sum of contribution of events > t,0,0.0,140166
Sum of contribution of events ≤ t,0,0.4093640148639679,140166
Sum of contribution of events > t,-1,0.0003040879964828491,140166
Sum of contribution of events ≤ t,-1,0.40905992686748505,140166
Sum of contribution of events > t,-2,0.012460470199584961,140166
Sum of contribution of events ≤ t,-2,0.39690354466438293,140166
Sum of contribution of events > t,-3,0.4093640148639679,140166
Sum of contribution of events ≤ t,-3,0.0,140166
Sum of contribution of events > t,0,0.0,102715
Sum of contribution of events ≤ t,0,0.36978110671043396,102715
Sum of contribution of events > t,-1,0.052403464913368225,102715
Sum of contribution of events ≤ t,-1,0.31737764179706573,102715
Sum of contribution of events > t,-2,0.36978110671043396,102715
Sum of contribution of events ≤ t,-2,0.0,102715
Sum of contribution of events > t,0,0.0,184690
Sum of contribution of events ≤ t,0,0.6041174232959747,184690
Sum of contribution of events > t,-1,-0.00897127389907837,184690
Sum of contribution of events ≤ t,-1,0.6130886971950531,184690
Sum of contribution of events > t,-2,0.6041174232959747,184690
Sum of contribution of events ≤ t,-2,0.0,184690
Sum of contribution of events > t,0,-2.9802322387695312e-08,128364
Sum of contribution of events ≤ t,0,0.2662809491157532,128364
Sum of contribution of events > t,-1,-0.004945725202560425,128364
Sum of contribution of events ≤ t,-1,0.2712266445159912,128364
Sum of contribution of events > t,-2,0.2662809491157532,128364
Sum of contribution of events ≤ t,-2,-2.9802322387695312e-08,128364
Sum of contribution of events > t,0,0.0,160476
Sum of contribution of events ≤ t,0,0.2676604688167572,160476
Sum of contribution of events > t,-1,-0.052629634737968445,160476
Sum of contribution of events ≤ t,-1,0.32029010355472565,160476
Sum of contribution of events > t,-2,0.29872533679008484,160476
Sum of contribution of events ≤ t,-2,-0.031064867973327637,160476
Sum of contribution of events > t,-3,0.2676604688167572,160476
Sum of contribution of events ≤ t,-3,0.0,160476
Sum of contribution of events > t,0,0.0,194397
Sum of contribution of events ≤ t,0,0.26645997166633606,194397
Sum of contribution of events > t,-1,-0.018961355090141296,194397
Sum of contribution of events ≤ t,-1,0.28542132675647736,194397
Sum of contribution of events > t,-2,0.26645997166633606,194397
Sum of contribution of events ≤ t,-2,0.0,194397
Sum of contribution of events > t,0,0.0,181236
Sum of contribution of events ≤ t,0,0.2547106444835663,181236
Sum of contribution of events > t,-1,-0.05124463140964508,181236
Sum of contribution of events ≤ t,-1,0.30595527589321136,181236
Sum of contribution of events > t,-2,0.2547106444835663,181236
Sum of contribution of events ≤ t,-2,0.0,181236
Sum of contribution of events > t,0,0.0,159033
Sum of contribution of events ≤ t,0,0.2393767237663269,159033
Sum of contribution of events > t,-1,-0.042168959975242615,159033
Sum of contribution of events ≤ t,-1,0.2815456837415695,159033
Sum of contribution of events > t,-2,-0.11627701669931412,159033
Sum of contribution of events ≤ t,-2,0.355653740465641,159033
Sum of contribution of events > t,-3,-0.2075316160917282,159033
Sum of contribution of events ≤ t,-3,0.4469083398580551,159033
Sum of contribution of events > t,-4,0.2393767237663269,159033
Sum of contribution of events ≤ t,-4,0.0,159033
Sum of contribution of events > t,0,0.0,125785
Sum of contribution of events ≤ t,0,0.26690351963043213,125785
Sum of contribution of events > t,-1,0.041038721799850464,125785
Sum of contribution of events ≤ t,-1,0.22586479783058167,125785
Sum of contribution of events > t,-2,0.015023261308670044,125785
Sum of contribution of events ≤ t,-2,0.2518802583217621,125785
Sum of contribution of events > t,-3,0.007153302431106567,125785
Sum of contribution of events ≤ t,-3,0.25975021719932556,125785
Sum of contribution of events > t,-4,-0.06144678592681885,125785
Sum of contribution of events ≤ t,-4,0.328350305557251,125785
Sum of contribution of events > t,-5,-0.036388248205184937,125785
Sum of contribution of events ≤ t,-5,0.30329176783561707,125785
Sum of contribution of events > t,-6,-0.02011239528656006,125785
Sum of contribution of events ≤ t,-6,0.2870159149169922,125785
Sum of contribution of events > t,-7,-0.007026225328445435,125785
Sum of contribution of events ≤ t,-7,0.27392974495887756,125785
Sum of contribution of events > t,-8,0.26690351963043213,125785
Sum of contribution of events ≤ t,-8,0.0,125785
Sum of contribution of events > t,0,0.0,139580
Sum of contribution of events ≤ t,0,0.4518579840660095,139580
Sum of contribution of events > t,-1,-0.02187921106815338,139580
Sum of contribution of events ≤ t,-1,0.4737371951341629,139580
Sum of contribution of events > t,-2,0.19221347570419312,139580
Sum of contribution of events ≤ t,-2,0.2596445083618164,139580
Sum of contribution of events > t,-3,0.1549067497253418,139580
Sum of contribution of events ≤ t,-3,0.2969512343406677,139580
Sum of contribution of events > t,-4,0.09503605961799622,139580
Sum of contribution of events ≤ t,-4,0.3568219244480133,139580
Sum of contribution of events > t,-5,0.4518579840660095,139580
Sum of contribution of events ≤ t,-5,0.0,139580
Sum of contribution of events > t,0,0.0,173664
Sum of contribution of events ≤ t,0,0.5916889607906342,173664
Sum of contribution of events > t,-1,-0.00869286060333252,173664
Sum of contribution of events ≤ t,-1,0.6003818213939667,173664
Sum of contribution of events > t,-2,0.2619243413209915,173664
Sum of contribution of events ≤ t,-2,0.32976461946964264,173664
Sum of contribution of events > t,-3,0.5916889607906342,173664
Sum of contribution of events ≤ t,-3,0.0,173664
Sum of contribution of events > t,0,0.0,149498
Sum of contribution of events ≤ t,0,0.30319106578826904,149498
Sum of contribution of events > t,-1,-0.033853963017463684,149498
Sum of contribution of events ≤ t,-1,0.3370450288057327,149498
Sum of contribution of events > t,-2,-0.10785245895385742,149498
Sum of contribution of events ≤ t,-2,0.41104352474212646,149498
Sum of contribution of events > t,-3,-0.116800457239151,149498
Sum of contribution of events ≤ t,-3,0.41999152302742004,149498
Sum of contribution of events > t,-4,-0.11059997975826263,149498
Sum of contribution of events ≤ t,-4,0.4137910455465317,149498
Sum of contribution of events > t,-5,0.30319106578826904,149498
Sum of contribution of events ≤ t,-5,0.0,149498
Sum of contribution of events > t,0,0.0,165266
Sum of contribution of events ≤ t,0,0.5036385655403137,165266
Sum of contribution of events > t,-1,-0.032436683773994446,165266
Sum of contribution of events ≤ t,-1,0.5360752493143082,165266
Sum of contribution of events > t,-2,-0.08611445128917694,165266
Sum of contribution of events ≤ t,-2,0.5897530168294907,165266
Sum of contribution of events > t,-3,0.25232765078544617,165266
Sum of contribution of events ≤ t,-3,0.25131091475486755,165266
Sum of contribution of events > t,-4,0.2505171298980713,165266
Sum of contribution of events ≤ t,-4,0.25312143564224243,165266
Sum of contribution of events > t,-5,0.5036385655403137,165266
Sum of contribution of events ≤ t,-5,0.0,165266
Sum of contribution of events > t,0,0.0,132246
Sum of contribution of events ≤ t,0,0.22575080394744873,132246
Sum of contribution of events > t,-1,-0.010975286364555359,132246
Sum of contribution of events ≤ t,-1,0.2367260903120041,132246
Sum of contribution of events > t,-2,0.22575080394744873,132246
Sum of contribution of events ≤ t,-2,0.0,132246
Sum of contribution of events > t,0,0.0,122116
Sum of contribution of events ≤ t,0,0.35961759090423584,122116
Sum of contribution of events > t,-1,-0.007758304476737976,122116
Sum of contribution of events ≤ t,-1,0.3673758953809738,122116
Sum of contribution of events > t,-2,-0.052975207567214966,122116
Sum of contribution of events ≤ t,-2,0.4125927984714508,122116
Sum of contribution of events > t,-3,0.4168022572994232,122116
Sum of contribution of events ≤ t,-3,-0.05718466639518738,122116
Sum of contribution of events > t,-4,0.35961759090423584,122116
Sum of contribution of events ≤ t,-4,0.0,122116
Sum of contribution of events > t,0,0.0,197806
Sum of contribution of events ≤ t,0,0.5423953533172607,197806
Sum of contribution of events > t,-1,0.5423953533172607,197806
Sum of contribution of events ≤ t,-1,0.0,197806
Sum of contribution of events > t,0,0.0,145434
Sum of contribution of events ≤ t,0,0.046506524085998535,145434
Sum of contribution of events > t,-1,0.046506524085998535,145434
Sum of contribution of events ≤ t,-1,0.0,145434
Sum of contribution of events > t,0,0.0,125979
Sum of contribution of events ≤ t,0,0.4766727685928345,125979
Sum of contribution of events > t,-1,0.4766727685928345,125979
Sum of contribution of events ≤ t,-1,0.0,125979
Sum of contribution of events > t,0,0.0,174921
Sum of contribution of events ≤ t,0,0.2340499758720398,174921
Sum of contribution of events > t,-1,-0.003749474883079529,174921
Sum of contribution of events ≤ t,-1,0.23779945075511932,174921
Sum of contribution of events > t,-2,-0.02959960699081421,174921
Sum of contribution of events ≤ t,-2,0.263649582862854,174921
Sum of contribution of events > t,-3,-0.10634681582450867,174921
Sum of contribution of events ≤ t,-3,0.34039679169654846,174921
Sum of contribution of events > t,-4,-0.10470958054065704,174921
Sum of contribution of events ≤ t,-4,0.33875955641269684,174921
Sum of contribution of events > t,-5,0.2340499758720398,174921
Sum of contribution of events ≤ t,-5,0.0,174921
Sum of contribution of events > t,0,0.0,172646
Sum of contribution of events ≤ t,0,0.5835709273815155,172646
Sum of contribution of events > t,-1,0.0,172646
Sum of contribution of events ≤ t,-1,0.5835709273815155,172646
Sum of contribution of events > t,-2,0.0025443583726882935,172646
Sum of contribution of events ≤ t,-2,0.5810265690088272,172646
Sum of contribution of events > t,-3,0.5835709273815155,172646
Sum of contribution of events ≤ t,-3,0.0,172646
Sum of contribution of events > t,0,0.0,115396
Sum of contribution of events ≤ t,0,0.45201411843299866,115396
Sum of contribution of events > t,-1,0.16178084909915924,115396
Sum of contribution of events ≤ t,-1,0.2902332693338394,115396
Sum of contribution of events > t,-2,0.16085289418697357,115396
Sum of contribution of events ≤ t,-2,0.2911612242460251,115396
Sum of contribution of events > t,-3,0.45201411843299866,115396
Sum of contribution of events ≤ t,-3,0.0,115396
Sum of contribution of events > t,0,0.0,144556
Sum of contribution of events ≤ t,0,0.45624294877052307,144556
Sum of contribution of events > t,-1,-0.005269840359687805,144556
Sum of contribution of events ≤ t,-1,0.4615127891302109,144556
Sum of contribution of events > t,-2,0.26217348873615265,144556
Sum of contribution of events ≤ t,-2,0.19406946003437042,144556
Sum of contribution of events > t,-3,0.45624294877052307,144556
Sum of contribution of events ≤ t,-3,0.0,144556
Sum of contribution of events > t,0,0.0,142925
Sum of contribution of events ≤ t,0,0.3202892541885376,142925
Sum of contribution of events > t,-1,-0.00603368878364563,142925
Sum of contribution of events ≤ t,-1,0.3263229429721832,142925
Sum of contribution of events > t,-2,0.0031406283378601074,142925
Sum of contribution of events ≤ t,-2,0.3171486258506775,142925
Sum of contribution of events > t,-3,-0.038283735513687134,142925
Sum of contribution of events ≤ t,-3,0.35857298970222473,142925
Sum of contribution of events > t,-4,-0.01079145073890686,142925
Sum of contribution of events ≤ t,-4,0.33108070492744446,142925
Sum of contribution of events > t,-5,0.3202892541885376,142925
Sum of contribution of events ≤ t,-5,0.0,142925
Sum of contribution of events > t,0,0.0,195774
Sum of contribution of events ≤ t,0,0.5652954876422882,195774
Sum of contribution of events > t,-1,-0.013155102729797363,195774
Sum of contribution of events ≤ t,-1,0.5784505903720856,195774
Sum of contribution of events > t,-2,0.31257714331150055,195774
Sum of contribution of events ≤ t,-2,0.25271834433078766,195774
Sum of contribution of events > t,-3,0.5652954876422882,195774
Sum of contribution of events ≤ t,-3,0.0,195774
Sum of contribution of events > t,0,0.0,192009
Sum of contribution of events ≤ t,0,0.019449591636657715,192009
Sum of contribution of events > t,-1,-0.004948124289512634,192009
Sum of contribution of events ≤ t,-1,0.02439771592617035,192009
Sum of contribution of events > t,-2,-0.0005552619695663452,192009
Sum of contribution of events ≤ t,-2,0.02000485360622406,192009
Sum of contribution of events > t,-3,0.019449591636657715,192009
Sum of contribution of events ≤ t,-3,0.0,192009
Sum of contribution of events > t,0,0.0,170628
Sum of contribution of events ≤ t,0,0.010622948408126831,170628
Sum of contribution of events > t,-1,-0.07168644666671753,170628
Sum of contribution of events ≤ t,-1,0.08230939507484436,170628
Sum of contribution of events > t,-2,-0.16939366608858109,170628
Sum of contribution of events ≤ t,-2,0.18001661449670792,170628
Sum of contribution of events > t,-3,-0.19777143001556396,170628
Sum of contribution of events ≤ t,-3,0.2083943784236908,170628
Sum of contribution of events > t,-4,0.010622948408126831,170628
Sum of contribution of events ≤ t,-4,0.0,170628
Sum of contribution of events > t,0,0.0,116972
Sum of contribution of events ≤ t,0,0.5757366716861725,116972
Sum of contribution of events > t,-1,0.3098710626363754,116972
Sum of contribution of events ≤ t,-1,0.26586560904979706,116972
Sum of contribution of events > t,-2,0.29665012657642365,116972
Sum of contribution of events ≤ t,-2,0.27908654510974884,116972
Sum of contribution of events > t,-3,0.5757366716861725,116972
Sum of contribution of events ≤ t,-3,0.0,116972
Sum of contribution of events > t,0,2.9802322387695312e-08,100529
Sum of contribution of events ≤ t,0,0.2215551733970642,100529
Sum of contribution of events > t,-1,-0.013552606105804443,100529
Sum of contribution of events ≤ t,-1,0.23510780930519104,100529
Sum of contribution of events > t,-2,0.2382322996854782,100529
Sum of contribution of events ≤ t,-2,-0.016677096486091614,100529
Sum of contribution of events > t,-3,0.2215551733970642,100529
Sum of contribution of events ≤ t,-3,2.9802322387695312e-08,100529
Sum of contribution of events > t,0,0.0,189347
Sum of contribution of events ≤ t,0,0.3992384076118469,189347
Sum of contribution of events > t,-1,0.010279327630996704,189347
Sum of contribution of events ≤ t,-1,0.3889590799808502,189347
Sum of contribution of events > t,-2,-0.012649834156036377,189347
Sum of contribution of events ≤ t,-2,0.4118882417678833,189347
Sum of contribution of events > t,-3,0.04647552967071533,189347
Sum of contribution of events ≤ t,-3,0.3527628779411316,189347
Sum of contribution of events > t,-4,0.039083123207092285,189347
Sum of contribution of events ≤ t,-4,0.36015528440475464,189347
Sum of contribution of events > t,-5,0.3992384076118469,189347
Sum of contribution of events ≤ t,-5,0.0,189347
Sum of contribution of events > t,0,0.0,191612
Sum of contribution of events ≤ t,0,0.27913036942481995,191612
Sum of contribution of events > t,-1,-0.0042088329792022705,191612
Sum of contribution of events ≤ t,-1,0.2833392024040222,191612
Sum of contribution of events > t,-2,0.27913036942481995,191612
Sum of contribution of events ≤ t,-2,0.0,191612
Sum of contribution of events > t,0,2.9802322387695312e-08,182918
Sum of contribution of events ≤ t,0,0.23615479469299316,182918
Sum of contribution of events > t,-1,-0.014981672167778015,182918
Sum of contribution of events ≤ t,-1,0.25113649666309357,182918
Sum of contribution of events > t,-2,0.23615479469299316,182918
Sum of contribution of events ≤ t,-2,2.9802322387695312e-08,182918
Sum of contribution of events > t,0,0.0,116543
Sum of contribution of events ≤ t,0,0.3329247832298279,116543
Sum of contribution of events > t,-1,-0.03100036084651947,116543
Sum of contribution of events ≤ t,-1,0.36392514407634735,116543
Sum of contribution of events > t,-2,0.039826273918151855,116543
Sum of contribution of events ≤ t,-2,0.293098509311676,116543
Sum of contribution of events > t,-3,-0.03527569770812988,116543
Sum of contribution of events ≤ t,-3,0.36820048093795776,116543
Sum of contribution of events > t,-4,-0.034987688064575195,116543
Sum of contribution of events ≤ t,-4,0.3679124712944031,116543
Sum of contribution of events > t,-5,-0.041308462619781494,116543
Sum of contribution of events ≤ t,-5,0.3742332458496094,116543
Sum of contribution of events > t,-6,0.3329247832298279,116543
Sum of contribution of events ≤ t,-6,0.0,116543
Sum of contribution of events > t,0,0.0,197144
Sum of contribution of events ≤ t,0,0.2825317680835724,197144
Sum of contribution of events > t,-1,-0.023007944226264954,197144
Sum of contribution of events ≤ t,-1,0.30553971230983734,197144
Sum of contribution of events > t,-2,0.2825317680835724,197144
Sum of contribution of events ≤ t,-2,0.0,197144
Sum of contribution of events > t,0,0.0,192304
Sum of contribution of events ≤ t,0,0.4654245972633362,192304
Sum of contribution of events > t,-1,-0.00654110312461853,192304
Sum of contribution of events ≤ t,-1,0.4719657003879547,192304
Sum of contribution of events > t,-2,0.23707032203674316,192304
Sum of contribution of events ≤ t,-2,0.22835427522659302,192304
Sum of contribution of events > t,-3,0.21827027201652527,192304
Sum of contribution of events ≤ t,-3,0.2471543252468109,192304
Sum of contribution of events > t,-4,0.5909866392612457,192304
Sum of contribution of events ≤ t,-4,-0.12556204199790955,192304
Sum of contribution of events > t,-5,0.4654245972633362,192304
Sum of contribution of events ≤ t,-5,0.0,192304
Sum of contribution of events > t,0,0.0,133383
Sum of contribution of events ≤ t,0,-0.08456340432167053,133383
Sum of contribution of events > t,-1,-0.020831167697906494,133383
Sum of contribution of events ≤ t,-1,-0.06373223662376404,133383
Sum of contribution of events > t,-2,-0.08456340432167053,133383
Sum of contribution of events ≤ t,-2,0.0,133383
Sum of contribution of events > t,0,0.0,121289
Sum of contribution of events ≤ t,0,0.18232852220535278,121289
Sum of contribution of events > t,-1,-0.003493562340736389,121289
Sum of contribution of events ≤ t,-1,0.18582208454608917,121289
Sum of contribution of events > t,-2,0.18232852220535278,121289
Sum of contribution of events ≤ t,-2,0.0,121289
Sum of contribution of events > t,0,0.0,167336
Sum of contribution of events ≤ t,0,0.05967709422111511,167336
Sum of contribution of events > t,-1,-0.02768436074256897,167336
Sum of contribution of events ≤ t,-1,0.08736145496368408,167336
Sum of contribution of events > t,-2,-0.03310680389404297,167336
Sum of contribution of events ≤ t,-2,0.09278389811515808,167336
Sum of contribution of events > t,-3,0.05967709422111511,167336
Sum of contribution of events ≤ t,-3,0.0,167336
Sum of contribution of events > t,0,0.0,137236
Sum of contribution of events ≤ t,0,0.27216488122940063,137236
Sum of contribution of events > t,-1,0.0646960437297821,137236
Sum of contribution of events ≤ t,-1,0.20746883749961853,137236
Sum of contribution of events > t,-2,0.03247690200805664,137236
Sum of contribution of events ≤ t,-2,0.239687979221344,137236
Sum of contribution of events > t,-3,0.04496949911117554,137236
Sum of contribution of events ≤ t,-3,0.2271953821182251,137236
Sum of contribution of events > t,-4,0.1555308699607849,137236
Sum of contribution of events ≤ t,-4,0.11663401126861572,137236
Sum of contribution of events > t,-5,0.11565020680427551,137236
Sum of contribution of events ≤ t,-5,0.15651467442512512,137236
Sum of contribution of events > t,-6,0.12040698528289795,137236
Sum of contribution of events ≤ t,-6,0.15175789594650269,137236
Sum of contribution of events > t,-7,0.27216488122940063,137236
Sum of contribution of events ≤ t,-7,0.0,137236
Sum of contribution of events > t,0,0.0,178985
Sum of contribution of events ≤ t,0,0.5478407442569733,178985
Sum of contribution of events > t,-1,0.0035604387521743774,178985
Sum of contribution of events ≤ t,-1,0.5442803055047989,178985
Sum of contribution of events > t,-2,0.5478407442569733,178985
